alert_id,date_detected,date_resolved,severity,alert_type,mitre_tactic,detection_source,source_ip,destination_ip,target_system,department,analyst_assigned,status,is_true_positive,resolution_time_hours
ALT-00259,2026-04-20 11:33:26,2026-04-22 05:37:02,Medium,Suspicious PowerShell,Execution,Wireshark,81.254.73.60,10.0.14.165,Web Server 01,IT,Faisal Al-Qahtani,Resolved,Yes,42.06
ALT-00260,2026-04-20 14:55:58,2026-04-20 19:45:46,Critical,Privilege Escalation,Privilege Escalation,Email Gateway,10.0.21.125,10.0.7.218,Finance ERP App,Finance,Nouf Al-Harbi,Resolved,Yes,4.83
ALT-00261,2026-04-20 15:24:10,2026-04-24 01:40:22,Low,Unauthorized Access,Initial Access,Proxy Logs,94.153.247.76,10.0.8.56,HR Portal,HR,Faisal Al-Qahtani,Escalated,Yes,82.27
ALT-00262,2026-04-20 18:27:56,2026-04-21 07:57:20,High,Malicious Macro,Execution,Email Gateway,173.226.180.232,10.0.10.142,Web Server 01,IT,Omar Al-Dosari,Resolved,Yes,13.49
ALT-00263,2026-04-20 18:56:53,2026-04-22 12:47:17,Low,Privilege Escalation,Privilege Escalation,EDR Agent,10.0.8.169,10.0.10.5,Web Server 01,IT,Omar Al-Dosari,Resolved,Yes,41.84
ALT-00264,2026-04-21 09:42:00,2026-04-21 10:51:00,Medium,DDoS Traffic,Impact,Firewall/IDS,155.190.121.167,10.0.8.55,Web Server 01,IT,Nouf Al-Harbi,False Positive,No,1.15
ALT-00265,2026-04-21 14:00:46,2026-04-25 03:55:22,Low,Phishing Email,Initial Access,Elastic SIEM,10.0.7.56,10.0.27.82,Executive Laptop,Executive,Lama Al-Ghamdi,Resolved,Yes,85.91
ALT-00266,2026-04-21 17:03:22,2026-04-21 19:44:10,Low,Unauthorized Access,Initial Access,EDR Agent,10.0.19.33,10.0.27.137,Email Gateway,IT,Omar Al-Dosari,False Positive,No,2.68
ALT-00267,2026-04-21 18:25:37,2026-04-21 19:47:49,Medium,Malicious Macro,Execution,Wireshark,144.162.89.182,10.0.30.145,HR Portal,HR,Faisal Al-Qahtani,False Positive,No,1.37
ALT-00268,2026-04-22 12:22:22,2026-04-22 13:45:46,Low,Brute Force Login,Credential Access,Elastic SIEM,133.147.83.207,10.0.23.250,Sales CRM,Sales,Faisal Al-Qahtani,False Positive,No,1.39
ALT-00269,2026-04-22 12:47:39,2026-04-22 14:29:03,High,C2 Communication,Command and Control,EDR Agent,58.3.209.7,10.0.7.140,Executive Laptop,Executive,Faisal Al-Qahtani,False Positive,No,1.69
ALT-00270,2026-04-22 14:53:56,2026-04-22 17:37:44,High,Suspicious PowerShell,Execution,Email Gateway,70.134.86.13,10.0.12.160,Email Gateway,IT,Lama Al-Ghamdi,False Positive,No,2.73
ALT-00271,2026-04-22 15:01:39,2026-04-22 16:28:39,Medium,Policy Violation,N/A,Wireshark,186.209.59.36,10.0.1.244,Executive Laptop,Executive,Sara Alzahrani,False Positive,No,1.45
ALT-00272,2026-04-22 15:56:24,2026-04-22 18:23:24,Critical,Data Exfiltration Attempt,Exfiltration,EDR Agent,131.218.47.11,10.0.16.89,Executive Laptop,Executive,Sara Alzahrani,False Positive,No,2.45
ALT-00273,2026-04-23 14:07:15,2026-04-23 16:16:15,Critical,C2 Communication,Command and Control,Email Gateway,10.0.20.17,10.0.7.19,Email Gateway,IT,Lama Al-Ghamdi,Resolved,Yes,2.15
ALT-00274,2026-04-23 17:30:37,2026-04-27 14:36:37,Low,Port Scan,Reconnaissance,EDR Agent,157.43.55.197,10.0.7.170,POS Terminal,Sales,Lama Al-Ghamdi,Resolved,Yes,93.1
ALT-00275,2026-04-24 11:25:02,2026-04-24 12:52:02,High,Phishing Email,Initial Access,Wireshark,41.124.224.36,10.0.15.212,POS Terminal,Sales,Nouf Al-Harbi,False Positive,No,1.45
ALT-00276,2026-04-24 11:55:57,2026-04-24 21:15:45,Medium,Malware Detected,Execution,Proxy Logs,139.255.157.128,10.0.0.25,Executive Laptop,Executive,Nouf Al-Harbi,Resolved,Yes,9.33
ALT-00277,2026-04-24 13:13:52,2026-04-24 15:13:52,Low,Suspicious PowerShell,Execution,Firewall/IDS,47.66.112.235,10.0.11.100,Sales CRM,Sales,Nouf Al-Harbi,False Positive,No,2.0
ALT-00278,2026-04-24 16:16:35,2026-04-24 18:36:23,Medium,Phishing Email,Initial Access,Proxy Logs,10.0.9.113,10.0.5.118,Employee Workstation,Operations,Lama Al-Ghamdi,False Positive,No,2.33
ALT-00279,2026-04-24 21:23:08,2026-04-25 16:03:56,High,Policy Violation,N/A,Firewall/IDS,53.45.162.182,10.0.16.112,Web Server 01,IT,Faisal Al-Qahtani,Resolved,Yes,18.68
ALT-00280,2026-04-25 06:08:55,2026-04-25 18:04:43,High,C2 Communication,Command and Control,Proxy Logs,10.0.6.130,10.0.22.177,POS Terminal,Sales,Omar Al-Dosari,Resolved,Yes,11.93
ALT-00281,2026-04-25 09:40:54,2026-04-25 21:12:42,High,Privilege Escalation,Privilege Escalation,EDR Agent,10.0.15.104,10.0.15.133,VPN Gateway,IT,Lama Al-Ghamdi,Resolved,Yes,11.53
ALT-00282,2026-04-25 18:38:03,2026-04-26 14:24:51,Medium,DDoS Traffic,Impact,Firewall/IDS,10.0.27.170,10.0.30.234,Employee Workstation,Operations,Sara Alzahrani,Resolved,Yes,19.78
ALT-00283,2026-04-25 20:19:31,2026-04-27 07:23:43,Low,Policy Violation,N/A,Elastic SIEM,123.60.108.207,10.0.20.172,Database Server (SQL),IT,Sara Alzahrani,Resolved,Yes,35.07
ALT-00284,2026-04-26 11:45:21,2026-04-30 01:47:45,Low,Malicious Macro,Execution,Proxy Logs,170.68.255.2,10.0.16.190,Email Gateway,IT,Lama Al-Ghamdi,Resolved,Yes,86.04
ALT-00285,2026-04-26 14:46:22,,Medium,Malware Detected,Execution,Firewall/IDS,148.76.12.151,10.0.25.99,Employee Workstation,Operations,Omar Al-Dosari,In Progress,Yes,
ALT-00286,2026-04-26 18:15:54,2026-04-27 22:18:54,Medium,Suspicious PowerShell,Execution,Wireshark,57.247.183.11,10.0.7.196,Sales CRM,Sales,Omar Al-Dosari,Resolved,Yes,28.05
ALT-00287,2026-04-26 18:30:29,2026-04-26 19:29:17,High,Privilege Escalation,Privilege Escalation,Proxy Logs,177.184.202.206,10.0.9.24,File Server,Operations,Lama Al-Ghamdi,False Positive,No,0.98
ALT-00288,2026-04-27 08:29:05,2026-04-27 09:30:17,High,Unauthorized Access,Initial Access,EDR Agent,138.211.27.49,10.0.16.94,Employee Workstation,Operations,Lama Al-Ghamdi,Escalated,Yes,1.02
ALT-00289,2026-04-27 12:09:49,2026-04-27 19:44:01,Critical,Data Exfiltration Attempt,Exfiltration,EDR Agent,10.0.23.15,10.0.26.19,Finance ERP App,Finance,Omar Al-Dosari,Resolved,Yes,7.57
ALT-00290,2026-04-27 13:29:31,2026-04-27 15:36:43,Medium,Unauthorized Access,Initial Access,Elastic SIEM,156.203.111.248,10.0.13.213,POS Terminal,Sales,Omar Al-Dosari,False Positive,No,2.12
ALT-00291,2026-04-27 13:31:39,2026-04-29 12:01:03,Medium,Phishing Email,Initial Access,EDR Agent,10.0.11.242,10.0.19.28,POS Terminal,Sales,Omar Al-Dosari,Escalated,Yes,46.49
ALT-00292,2026-04-27 14:22:05,2026-04-27 20:43:41,Critical,Unauthorized Access,Initial Access,Wireshark,70.11.42.138,10.0.27.116,File Server,Operations,Lama Al-Ghamdi,Resolved,Yes,6.36
ALT-00293,2026-04-27 15:58:08,2026-04-27 16:18:32,Medium,Suspicious PowerShell,Execution,Email Gateway,138.93.25.67,10.0.12.85,VPN Gateway,IT,Lama Al-Ghamdi,False Positive,No,0.34
ALT-00294,2026-04-27 16:56:36,2026-04-27 18:54:12,High,Phishing Email,Initial Access,Elastic SIEM,10.0.6.72,10.0.11.212,Domain Controller,IT,Faisal Al-Qahtani,Resolved,Yes,1.96
ALT-00295,2026-04-27 18:05:23,2026-04-27 19:01:47,Low,Policy Violation,N/A,Elastic SIEM,10.0.17.12,10.0.30.100,HR Portal,HR,Omar Al-Dosari,False Positive,No,0.94
ALT-00296,2026-04-28 05:06:13,2026-04-28 07:57:49,High,Malware Detected,Execution,Email Gateway,202.58.213.118,10.0.29.21,Domain Controller,IT,Lama Al-Ghamdi,False Positive,No,2.86
ALT-00297,2026-04-28 14:56:08,2026-04-28 19:37:32,Critical,Data Exfiltration Attempt,Exfiltration,Firewall/IDS,87.255.216.113,10.0.22.240,Employee Workstation,Operations,Lama Al-Ghamdi,Resolved,Yes,4.69
ALT-00298,2026-04-28 17:00:15,2026-04-29 01:49:27,Medium,Policy Violation,N/A,Email Gateway,29.74.16.171,10.0.18.216,File Server,Operations,Faisal Al-Qahtani,Resolved,Yes,8.82
ALT-00299,2026-04-29 13:20:35,,High,DDoS Traffic,Impact,Email Gateway,10.0.6.29,10.0.11.84,Domain Controller,IT,Omar Al-Dosari,In Progress,Yes,
ALT-00300,2026-04-29 14:23:40,,Medium,Data Exfiltration Attempt,Exfiltration,Wireshark,10.0.25.237,10.0.17.200,VPN Gateway,IT,Lama Al-Ghamdi,In Progress,Yes,
ALT-00301,2026-04-29 16:29:43,2026-04-29 18:16:31,Low,Brute Force Login,Credential Access,Firewall/IDS,10.0.11.181,10.0.2.140,VPN Gateway,IT,Sara Alzahrani,False Positive,No,1.78
ALT-00302,2026-04-29 21:20:35,2026-04-30 04:17:35,Critical,Phishing Email,Initial Access,Wireshark,77.188.100.199,10.0.23.248,Finance ERP App,Finance,Lama Al-Ghamdi,Escalated,Yes,6.95
ALT-00303,2026-04-30 09:06:35,,Critical,Phishing Email,Initial Access,EDR Agent,173.23.2.65,10.0.16.160,Domain Controller,IT,Nouf Al-Harbi,In Progress,Yes,
ALT-00304,2026-04-30 13:09:43,2026-04-30 19:12:07,Critical,Data Exfiltration Attempt,Exfiltration,Elastic SIEM,162.30.168.172,10.0.3.107,Employee Workstation,Operations,Omar Al-Dosari,Resolved,Yes,6.04
ALT-00305,2026-04-30 13:29:16,2026-04-30 16:25:40,High,C2 Communication,Command and Control,Email Gateway,189.191.144.77,10.0.21.29,File Server,Operations,Lama Al-Ghamdi,Resolved,Yes,2.94
ALT-00306,2026-04-30 13:39:06,2026-05-01 20:45:06,Medium,Suspicious PowerShell,Execution,Email Gateway,10.0.5.229,10.0.1.247,Domain Controller,IT,Nouf Al-Harbi,Resolved,Yes,31.1
ALT-00307,2026-04-30 17:42:45,2026-04-30 22:16:57,Critical,Data Exfiltration Attempt,Exfiltration,Wireshark,34.25.244.129,10.0.29.220,Finance ERP App,Finance,Sara Alzahrani,Resolved,Yes,4.57
ALT-00308,2026-05-01 09:20:21,2026-05-02 08:14:57,Medium,Suspicious PowerShell,Execution,Proxy Logs,140.74.109.82,10.0.18.10,POS Terminal,Sales,Omar Al-Dosari,Resolved,Yes,22.91
ALT-00309,2026-05-01 09:23:10,2026-05-02 04:01:34,High,Suspicious PowerShell,Execution,Email Gateway,146.60.114.183,10.0.6.50,POS Terminal,Sales,Omar Al-Dosari,Escalated,Yes,18.64
ALT-00310,2026-05-01 10:51:47,2026-05-02 06:46:59,High,Malware Detected,Execution,Wireshark,152.161.249.77,10.0.8.145,Email Gateway,IT,Omar Al-Dosari,Resolved,Yes,19.92
ALT-00311,2026-05-01 13:57:59,2026-05-01 15:05:47,Low,Phishing Email,Initial Access,Proxy Logs,124.79.121.222,10.0.5.251,Domain Controller,IT,Faisal Al-Qahtani,False Positive,No,1.13
ALT-00312,2026-05-01 18:07:34,2026-05-03 11:08:46,Medium,Phishing Email,Initial Access,Elastic SIEM,10.0.16.29,10.0.9.203,Executive Laptop,Executive,Lama Al-Ghamdi,Resolved,Yes,41.02
ALT-00313,2026-05-01 18:20:29,2026-05-02 13:34:53,High,Data Exfiltration Attempt,Exfiltration,Email Gateway,188.43.145.132,10.0.21.164,Domain Controller,IT,Omar Al-Dosari,Escalated,Yes,19.24
ALT-00314,2026-05-01 18:54:06,2026-05-02 03:10:54,Low,Policy Violation,N/A,Wireshark,10.0.29.73,10.0.28.141,Domain Controller,IT,Lama Al-Ghamdi,Resolved,Yes,8.28
ALT-00315,2026-05-02 07:52:28,2026-05-03 09:33:52,Low,Unauthorized Access,Initial Access,Elastic SIEM,115.114.14.82,10.0.29.27,VPN Gateway,IT,Omar Al-Dosari,Resolved,Yes,25.69
ALT-00316,2026-05-02 15:02:28,2026-05-06 00:51:40,Low,Unauthorized Access,Initial Access,EDR Agent,51.178.47.53,10.0.27.74,Sales CRM,Sales,Omar Al-Dosari,Resolved,Yes,81.82
ALT-00317,2026-05-02 15:32:18,2026-05-06 02:28:06,Low,Brute Force Login,Credential Access,Proxy Logs,124.160.46.163,10.0.2.21,Sales CRM,Sales,Faisal Al-Qahtani,Resolved,Yes,82.93
ALT-00318,2026-05-03 08:15:47,2026-05-03 10:36:47,Medium,Phishing Email,Initial Access,Email Gateway,10.0.9.61,10.0.26.236,Domain Controller,IT,Faisal Al-Qahtani,False Positive,No,2.35
ALT-00319,2026-05-03 17:01:50,2026-05-04 08:51:38,High,C2 Communication,Command and Control,Wireshark,146.57.58.69,10.0.24.141,Finance ERP App,Finance,Lama Al-Ghamdi,Resolved,Yes,15.83
ALT-00320,2026-05-04 15:10:14,2026-05-04 16:02:26,Low,Port Scan,Reconnaissance,Wireshark,107.232.35.59,10.0.12.100,Executive Laptop,Executive,Lama Al-Ghamdi,False Positive,No,0.87
ALT-00321,2026-05-04 18:42:59,2026-05-07 01:27:59,Low,Suspicious PowerShell,Execution,EDR Agent,10.0.16.186,10.0.8.139,File Server,Operations,Sara Alzahrani,Resolved,Yes,54.75
ALT-00322,2026-05-04 21:02:39,2026-05-05 03:56:39,Critical,DDoS Traffic,Impact,Proxy Logs,10.0.5.147,10.0.12.220,Domain Controller,IT,Lama Al-Ghamdi,Resolved,Yes,6.9
ALT-00323,2026-05-05 03:04:34,,High,C2 Communication,Command and Control,Firewall/IDS,10.0.5.114,10.0.26.141,Web Server 01,IT,Sara Alzahrani,In Progress,Yes,
ALT-00324,2026-05-05 10:28:04,,Low,Port Scan,Reconnaissance,Email Gateway,137.236.20.189,10.0.2.75,Domain Controller,IT,Nouf Al-Harbi,In Progress,Yes,
ALT-00325,2026-05-05 11:59:56,2026-05-07 09:04:08,Medium,Privilege Escalation,Privilege Escalation,Proxy Logs,81.105.34.26,10.0.19.10,Email Gateway,IT,Omar Al-Dosari,Resolved,Yes,45.07
ALT-00326,2026-05-05 14:06:08,2026-05-07 09:27:08,Low,Policy Violation,N/A,Email Gateway,125.236.14.234,10.0.17.8,HR Portal,HR,Nouf Al-Harbi,Resolved,Yes,43.35
ALT-00327,2026-05-05 15:33:40,2026-05-06 09:45:04,Medium,Unauthorized Access,Initial Access,EDR Agent,64.152.43.173,10.0.4.82,Executive Laptop,Executive,Lama Al-Ghamdi,Resolved,Yes,18.19
ALT-00328,2026-05-05 16:22:43,2026-05-06 11:34:07,High,Privilege Escalation,Privilege Escalation,Firewall/IDS,10.0.9.59,10.0.30.251,POS Terminal,Sales,Lama Al-Ghamdi,Resolved,Yes,19.19
ALT-00329,2026-05-05 21:33:35,2026-05-07 17:16:47,Medium,Suspicious PowerShell,Execution,Email Gateway,60.243.230.67,10.0.24.65,Database Server (SQL),IT,Lama Al-Ghamdi,Resolved,Yes,43.72
ALT-00330,2026-05-06 09:41:10,2026-05-06 15:17:10,Critical,Phishing Email,Initial Access,Firewall/IDS,181.108.144.12,10.0.5.191,Database Server (SQL),IT,Lama Al-Ghamdi,Resolved,Yes,5.6
ALT-00331,2026-05-06 09:43:01,,High,C2 Communication,Command and Control,EDR Agent,161.179.176.42,10.0.26.230,Executive Laptop,Executive,Faisal Al-Qahtani,In Progress,Yes,
ALT-00332,2026-05-06 10:55:02,2026-05-06 11:17:50,Medium,Brute Force Login,Credential Access,Firewall/IDS,31.4.70.170,10.0.20.45,File Server,Operations,Omar Al-Dosari,False Positive,No,0.38
ALT-00333,2026-05-06 10:56:53,2026-05-09 22:49:41,Low,Policy Violation,N/A,Wireshark,152.78.155.43,10.0.5.84,Web Server 01,IT,Omar Al-Dosari,Resolved,Yes,83.88
ALT-00334,2026-05-06 11:00:00,,Low,Policy Violation,N/A,EDR Agent,210.191.196.126,10.0.9.166,HR Portal,HR,Omar Al-Dosari,In Progress,Yes,
ALT-00335,2026-05-06 12:36:03,2026-05-06 15:02:27,Medium,Malware Detected,Execution,Elastic SIEM,170.116.31.216,10.0.12.211,File Server,Operations,Sara Alzahrani,False Positive,No,2.44
ALT-00336,2026-05-06 13:11:41,2026-05-08 00:00:17,Low,Policy Violation,N/A,Proxy Logs,186.244.107.193,10.0.23.196,Sales CRM,Sales,Faisal Al-Qahtani,Resolved,Yes,34.81
ALT-00337,2026-05-06 18:52:13,2026-05-07 09:14:25,High,C2 Communication,Command and Control,Elastic SIEM,10.0.18.30,10.0.1.214,Executive Laptop,Executive,Lama Al-Ghamdi,Resolved,Yes,14.37
ALT-00338,2026-05-07 01:18:10,,High,Malware Detected,Execution,Proxy Logs,10.0.6.208,10.0.21.169,Employee Workstation,Operations,Sara Alzahrani,In Progress,Yes,
ALT-00339,2026-05-07 09:03:58,2026-05-09 02:18:58,Medium,Unauthorized Access,Initial Access,Firewall/IDS,127.124.107.212,10.0.7.16,Web Server 01,IT,Omar Al-Dosari,Resolved,Yes,41.25
ALT-00340,2026-05-07 09:54:45,,Medium,Malware Detected,Execution,Email Gateway,54.198.124.66,10.0.6.86,Email Gateway,IT,Omar Al-Dosari,In Progress,Yes,
ALT-00341,2026-05-07 17:42:09,2026-05-07 20:24:45,Low,Suspicious PowerShell,Execution,Firewall/IDS,10.0.17.31,10.0.9.8,Database Server (SQL),IT,Sara Alzahrani,False Positive,No,2.71
ALT-00342,2026-05-07 18:22:28,2026-05-08 03:41:40,High,Privilege Escalation,Privilege Escalation,Firewall/IDS,170.173.239.34,10.0.28.77,Web Server 01,IT,Faisal Al-Qahtani,Resolved,Yes,9.32
ALT-00343,2026-05-08 11:39:09,2026-05-09 07:32:33,High,Privilege Escalation,Privilege Escalation,Firewall/IDS,10.0.26.111,10.0.6.123,Domain Controller,IT,Sara Alzahrani,Escalated,Yes,19.89
ALT-00344,2026-05-08 12:40:20,2026-05-08 23:30:08,High,Brute Force Login,Credential Access,Proxy Logs,10.0.1.208,10.0.27.207,POS Terminal,Sales,Nouf Al-Harbi,Resolved,Yes,10.83
ALT-00345,2026-05-08 14:54:05,2026-05-09 14:13:53,Medium,Brute Force Login,Credential Access,Email Gateway,116.246.36.86,10.0.4.185,Web Server 01,IT,Faisal Al-Qahtani,Resolved,Yes,23.33
ALT-00346,2026-05-08 16:00:10,2026-05-08 22:07:22,Low,Policy Violation,N/A,Wireshark,59.110.186.30,10.0.28.57,Employee Workstation,Operations,Lama Al-Ghamdi,Resolved,Yes,6.12
ALT-00347,2026-05-08 17:17:20,2026-05-09 16:40:08,Medium,C2 Communication,Command and Control,Firewall/IDS,117.172.14.127,10.0.27.85,Employee Workstation,Operations,Omar Al-Dosari,Resolved,Yes,23.38
ALT-00348,2026-05-08 18:10:38,,Medium,Port Scan,Reconnaissance,Firewall/IDS,161.135.144.77,10.0.7.26,Employee Workstation,Operations,Faisal Al-Qahtani,In Progress,Yes,
ALT-00349,2026-05-09 09:28:36,2026-05-09 11:25:00,Critical,C2 Communication,Command and Control,Proxy Logs,124.225.55.223,10.0.20.44,Email Gateway,IT,Faisal Al-Qahtani,Escalated,Yes,1.94
ALT-00350,2026-05-09 12:02:44,2026-05-10 02:04:32,High,Unauthorized Access,Initial Access,Wireshark,185.183.31.102,10.0.8.50,Database Server (SQL),IT,Nouf Al-Harbi,Resolved,Yes,14.03
ALT-00351,2026-05-09 13:14:02,,High,DDoS Traffic,Impact,EDR Agent,30.165.52.181,10.0.30.135,HR Portal,HR,Omar Al-Dosari,In Progress,Yes,
ALT-00352,2026-05-09 13:51:55,2026-05-10 22:48:19,Low,Policy Violation,N/A,EDR Agent,10.0.14.11,10.0.1.47,Email Gateway,IT,Sara Alzahrani,Resolved,Yes,32.94
ALT-00353,2026-05-09 15:33:42,2026-05-09 18:29:30,High,DDoS Traffic,Impact,EDR Agent,63.33.186.250,10.0.6.88,Web Server 01,IT,Omar Al-Dosari,False Positive,No,2.93
ALT-00354,2026-05-09 18:30:53,2026-05-09 22:16:29,Critical,Data Exfiltration Attempt,Exfiltration,EDR Agent,10.0.29.153,10.0.30.40,POS Terminal,Sales,Faisal Al-Qahtani,Resolved,Yes,3.76
ALT-00355,2026-05-10 10:24:38,2026-05-10 15:55:50,Medium,DDoS Traffic,Impact,Email Gateway,146.238.103.76,10.0.21.129,Finance ERP App,Finance,Lama Al-Ghamdi,Resolved,Yes,5.52
ALT-00356,2026-05-10 12:53:33,2026-05-10 23:19:21,High,C2 Communication,Command and Control,Firewall/IDS,10.0.29.125,10.0.10.62,VPN Gateway,IT,Faisal Al-Qahtani,Resolved,Yes,10.43
ALT-00357,2026-05-10 14:23:13,,Critical,Privilege Escalation,Privilege Escalation,Proxy Logs,193.230.89.68,10.0.29.175,VPN Gateway,IT,Sara Alzahrani,In Progress,Yes,
ALT-00358,2026-05-10 17:18:09,2026-05-11 03:51:09,High,Privilege Escalation,Privilege Escalation,Elastic SIEM,90.244.110.127,10.0.9.182,POS Terminal,Sales,Lama Al-Ghamdi,Resolved,Yes,10.55
ALT-00359,2026-05-11 05:14:51,2026-05-14 08:24:27,Low,Policy Violation,N/A,Elastic SIEM,10.0.2.143,10.0.14.4,VPN Gateway,IT,Omar Al-Dosari,Escalated,Yes,75.16
ALT-00360,2026-05-11 08:28:17,2026-05-11 13:04:17,High,Unauthorized Access,Initial Access,EDR Agent,10.0.8.137,10.0.19.128,File Server,Operations,Omar Al-Dosari,Resolved,Yes,4.6
ALT-00361,2026-05-11 09:19:25,2026-05-14 04:00:13,Low,Data Exfiltration Attempt,Exfiltration,Email Gateway,177.63.221.38,10.0.20.7,Domain Controller,IT,Nouf Al-Harbi,Escalated,Yes,66.68
ALT-00362,2026-05-11 10:01:20,2026-05-12 01:35:32,High,Suspicious PowerShell,Execution,Elastic SIEM,60.51.126.169,10.0.7.70,Finance ERP App,Finance,Omar Al-Dosari,Resolved,Yes,15.57
ALT-00363,2026-05-11 13:25:44,2026-05-11 16:08:56,Medium,Brute Force Login,Credential Access,EDR Agent,97.207.0.78,10.0.9.55,Domain Controller,IT,Omar Al-Dosari,False Positive,No,2.72
ALT-00364,2026-05-11 14:53:48,2026-05-12 03:28:36,Low,DDoS Traffic,Impact,Wireshark,180.78.14.159,10.0.22.141,Sales CRM,Sales,Nouf Al-Harbi,Resolved,Yes,12.58
ALT-00365,2026-05-11 15:37:24,2026-05-11 19:42:12,Medium,Suspicious PowerShell,Execution,Firewall/IDS,109.13.174.98,10.0.3.111,Finance ERP App,Finance,Sara Alzahrani,Resolved,Yes,4.08
ALT-00366,2026-05-11 16:49:26,2026-05-12 10:52:26,Low,Port Scan,Reconnaissance,Proxy Logs,10.0.2.132,10.0.29.54,Employee Workstation,Operations,Lama Al-Ghamdi,Resolved,Yes,18.05
ALT-00367,2026-05-11 22:49:19,2026-05-12 06:30:07,Critical,Privilege Escalation,Privilege Escalation,Firewall/IDS,136.191.212.180,10.0.17.235,Finance ERP App,Finance,Lama Al-Ghamdi,Resolved,Yes,7.68
ALT-00368,2026-05-12 08:59:28,2026-05-15 19:57:40,Low,Data Exfiltration Attempt,Exfiltration,Elastic SIEM,10.0.17.12,10.0.16.28,Employee Workstation,Operations,Lama Al-Ghamdi,Resolved,Yes,82.97
ALT-00369,2026-05-12 09:22:35,2026-05-13 05:12:59,Medium,Malicious Macro,Execution,EDR Agent,10.0.28.145,10.0.28.252,HR Portal,HR,Sara Alzahrani,Resolved,Yes,19.84
ALT-00370,2026-05-12 10:22:41,2026-05-13 01:52:05,High,Privilege Escalation,Privilege Escalation,Proxy Logs,10.0.12.19,10.0.29.216,Database Server (SQL),IT,Faisal Al-Qahtani,Resolved,Yes,15.49
ALT-00371,2026-05-12 11:16:11,2026-05-13 03:20:23,High,C2 Communication,Command and Control,Firewall/IDS,62.105.249.111,10.0.28.116,POS Terminal,Sales,Omar Al-Dosari,Resolved,Yes,16.07
ALT-00372,2026-05-12 12:38:52,2026-05-13 09:11:52,Low,DDoS Traffic,Impact,Firewall/IDS,10.0.25.49,10.0.11.64,Sales CRM,Sales,Omar Al-Dosari,Resolved,Yes,20.55
ALT-00373,2026-05-12 12:41:03,2026-05-12 12:59:39,High,C2 Communication,Command and Control,Wireshark,23.184.162.34,10.0.12.222,Employee Workstation,Operations,Omar Al-Dosari,False Positive,No,0.31
ALT-00374,2026-05-12 13:31:50,2026-05-13 02:06:38,Medium,Data Exfiltration Attempt,Exfiltration,Email Gateway,91.108.76.48,10.0.5.94,Email Gateway,IT,Faisal Al-Qahtani,Resolved,Yes,12.58
ALT-00375,2026-05-12 17:08:03,2026-05-14 09:21:15,Low,Policy Violation,N/A,Email Gateway,64.234.61.179,10.0.16.119,Database Server (SQL),IT,Sara Alzahrani,Resolved,Yes,40.22
ALT-00376,2026-05-13 04:54:32,2026-05-13 06:53:20,Critical,Data Exfiltration Attempt,Exfiltration,Firewall/IDS,23.172.151.146,10.0.21.195,Employee Workstation,Operations,Faisal Al-Qahtani,False Positive,No,1.98
ALT-00377,2026-05-13 08:41:15,2026-05-13 10:56:15,High,Malicious Macro,Execution,Elastic SIEM,10.0.7.227,10.0.19.181,Email Gateway,IT,Lama Al-Ghamdi,Resolved,Yes,2.25
ALT-00378,2026-05-13 11:44:51,2026-05-13 12:35:15,Medium,Unauthorized Access,Initial Access,Wireshark,128.187.141.254,10.0.21.103,Employee Workstation,Operations,Omar Al-Dosari,False Positive,No,0.84
ALT-00379,2026-05-13 13:33:00,,High,Malware Detected,Execution,EDR Agent,10.0.13.124,10.0.23.19,VPN Gateway,IT,Faisal Al-Qahtani,In Progress,Yes,
ALT-00380,2026-05-13 17:09:47,2026-05-13 18:31:23,High,Suspicious PowerShell,Execution,Elastic SIEM,178.23.124.180,10.0.20.35,Employee Workstation,Operations,Faisal Al-Qahtani,Resolved,Yes,1.36
ALT-00381,2026-05-13 21:55:59,2026-05-14 16:04:59,High,Data Exfiltration Attempt,Exfiltration,EDR Agent,148.75.61.244,10.0.24.116,Domain Controller,IT,Nouf Al-Harbi,Resolved,Yes,18.15
ALT-00382,2026-05-14 09:07:06,2026-05-14 09:40:06,Medium,Policy Violation,N/A,Wireshark,193.86.30.158,10.0.30.85,Web Server 01,IT,Nouf Al-Harbi,False Positive,No,0.55
ALT-00383,2026-05-14 12:05:37,2026-05-14 12:52:25,High,Privilege Escalation,Privilege Escalation,Proxy Logs,10.0.27.6,10.0.11.144,Executive Laptop,Executive,Faisal Al-Qahtani,False Positive,No,0.78
ALT-00384,2026-05-14 16:05:54,2026-05-14 23:39:30,Critical,Malware Detected,Execution,Proxy Logs,168.20.41.108,10.0.21.151,Employee Workstation,Operations,Faisal Al-Qahtani,Resolved,Yes,7.56
ALT-00385,2026-05-14 16:29:35,2026-05-14 19:56:35,Critical,Privilege Escalation,Privilege Escalation,Email Gateway,10.0.11.177,10.0.11.92,Domain Controller,IT,Nouf Al-Harbi,Resolved,Yes,3.45
ALT-00386,2026-05-14 18:17:15,2026-05-14 22:59:51,Critical,Malicious Macro,Execution,EDR Agent,10.0.8.182,10.0.14.56,Web Server 01,IT,Lama Al-Ghamdi,Resolved,Yes,4.71
ALT-00387,2026-05-15 09:25:44,,Low,Malicious Macro,Execution,Email Gateway,10.0.16.247,10.0.25.83,POS Terminal,Sales,Nouf Al-Harbi,In Progress,Yes,
